Name,API Name,Instance Family,gpu_model_raw,gpu_group,gpu_count,gpu_tdp_w_per_gpu,gpu_power_w_per_gpu,total_gpu_power_w,cpu_model_raw,cpu_group,vcpu_count,cpu_tdp_w_per_package,cpu_threads_per_package,cpu_tdp_w_per_vcpu,cpu_power_w_per_vcpu,total_cpu_power_w,total_power_w,total_power_mw,price_usd_per_hour,voll_usd_per_mwh,gpu_status,cpu_status,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),On Demand Numeric,On Demand Filled
INF1 Double Extra Large,inf1.2xlarge,inf1,AWS Inferentia,AWS Inferentia,1.0,,,,Intel Xeon Platinum 8275CL (Cascade Lake),Intel Xeon Platinum 8275CL,8.0,,48.0,,,,0.0,0.0,0.362,,review_required,review_required,"131,627.658",Machine Learning ASIC Instances,47.0 fps,16 GiB,2933 MT/s,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,1.0,AWS Inferentia,8 GiB,0.0,0,0.0000 units,Intel Xeon Platinum 8275CL (Cascade Lake),,,,,,EBS only,,,x86_64,Up to 25 Gigabit,1190 Mbps,148.75 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,40.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.362 hourly,$0.228 hourly,$0.0772 hourly,$0.0939 hourly,$0.477 hourly,$0.343 hourly,$0.1922 hourly,$0.2219 hourly,$0.617 hourly,$0.483 hourly,,,$0.487 hourly,$0.288 hourly,$0.2022 hourly,$0.2319 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$0.497 hourly,$0.363 hourly,$1.322 hourly,$1.188 hourly,$3.362 hourly,$3.228 hourly,>20%,,current,,,No,1.57x,,,,,,,,0.362,0.362
INF1 6xlarge,inf1.6xlarge,inf1,AWS Inferentia,AWS Inferentia,4.0,,,,Intel Xeon Platinum 8275CL (Cascade Lake),Intel Xeon Platinum 8275CL,24.0,,48.0,,,,0.0,0.0,1.18,,review_required,review_required,"382,637.809",Machine Learning ASIC Instances,137.0 fps,48 GiB,2933 MT/s,No,,,,,,,,0 units,24 vCPUs,2.00 GiB/vCPU,4.0,AWS Inferentia,32 GiB,0.0,0,0.0000 units,Intel Xeon Platinum 8275CL (Cascade Lake),,,,,,EBS only,,,x86_64,25 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.18 hourly,$0.744 hourly,$0.1768 hourly,$0.2331 hourly,$1.44 hourly,$1.003 hourly,$0.4368 hourly,$0.5344 hourly,$1.776 hourly,$1.339 hourly,,,$1.305 hourly,$0.804 hourly,$0.3018 hourly,$0.3994 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$1.586 hourly,$1.149 hourly,$4.06 hourly,$3.624 hourly,$10.18 hourly,$9.744 hourly,>20%,,current,,,No,4.56x,,,,,,,,1.18,1.18
INF1 Extra Large,inf1.xlarge,inf1,AWS Inferentia,AWS Inferentia,1.0,,,,Intel Xeon Platinum 8275CL (Cascade Lake),Intel Xeon Platinum 8275CL,4.0,,48.0,,,,0.0,0.0,0.228,,review_required,review_required,"65,773.247",Machine Learning ASIC Instances,26.0 fps,8 GiB,2933 MT/s,No,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,1.0,AWS Inferentia,8 GiB,0.0,0,0.0000 units,Intel Xeon Platinum 8275CL (Cascade Lake),,,,,,EBS only,,,x86_64,Up to 25 Gigabit,1190 Mbps,148.75 MB/s,4000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,40.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.228 hourly,$0.144 hourly,$0.0412 hourly,$0.0473 hourly,$0.286 hourly,$0.201 hourly,$0.0992 hourly,$0.1119 hourly,$0.356 hourly,$0.271 hourly,,,$0.284 hourly,$0.194 hourly,$0.0972 hourly,$0.1099 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$0.296 hourly,$0.211 hourly,$0.708 hourly,$0.624 hourly,$1.728 hourly,$1.644 hourly,>20%,,current,,,No,0.88x,,,,,,,,0.228,0.228
INF2 24xlarge,inf2.24xlarge,inf2,AWS Inferentia2,AWS Inferentia2,6.0,,,,AMD EPYC 7R13 Processor,AMD EPYC 7R13,96.0,,,,,,0.0,0.0,6.4906,,review_required,review_required,"1,914,734.48",Machine Learning ASIC Instances,249.0 fps,384 GiB,3200 MT/s,Yes,2.0,12.0,24.0,48.0,189399 MB,96.0 MB,Yes,0 units,96 vCPUs,4.00 GiB/vCPU,6.0,AWS Inferentia2,192 GiB,0.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,EBS only,,,x86_64,50 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$6.4906 hourly,$4.0891 hourly,$1.7441 hourly,$2.5677 hourly,$7.5274 hourly,$5.1259 hourly,$2.7809 hourly,$4.4272 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,8.29x,,,,,,,,6.4906,6.4906
INF2 48xlarge,inf2.48xlarge,inf2,AWS Inferentia2,AWS Inferentia2,12.0,,,,AMD EPYC 7R13 Processor,AMD EPYC 7R13,192.0,,,,,,0.0,0.0,12.9813,,review_required,review_required,,Machine Learning ASIC Instances,,768 GiB,,,,,,,,,,0 units,192 vCPUs,4.00 GiB/vCPU,12.0,AWS Inferentia2,384 GiB,0.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,EBS only,,,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$12.9813 hourly,$8.1782 hourly,$3.6034 hourly,$8.3025 hourly,$14.8245 hourly,$10.0214 hourly,$5.4466 hourly,$14.8245 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,,,,,,,,,,12.9813,12.9813
INF2 Eight Extra Large,inf2.8xlarge,inf2,AWS Inferentia2,AWS Inferentia2,1.0,,,,AMD EPYC 7R13 Processor,AMD EPYC 7R13,32.0,,,,,,0.0,0.0,1.9679,,review_required,review_required,"692,340.978",Machine Learning ASIC Instances,198.0 fps,128 GiB,3200 MT/s,Yes,2.0,12.0,8.0,16.0,63069 MB,32.0 MB,Yes,0 units,32 vCPUs,4.00 GiB/vCPU,1.0,AWS Inferentia2,32 GiB,0.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,EBS only,,,x86_64,Up to 25 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,No,,$1.9679 hourly,$1.2398 hourly,$0.5797 hourly,$0.7084 hourly,$2.3135 hourly,$1.5854 hourly,$0.9253 hourly,$1.1568 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,6.59x,,,,,,,,1.9679,1.9679
INF2 Extra Large,inf2.xlarge,inf2,AWS Inferentia2,AWS Inferentia2,1.0,,,,AMD EPYC 7R13 Processor,AMD EPYC 7R13,4.0,,,,,,0.0,0.0,0.7582,,review_required,review_required,"79,657.473",Machine Learning ASIC Instances,34.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,4.00 GiB/vCPU,1.0,AWS Inferentia2,32 GiB,0.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,EBS only,,,x86_64,Up to 15 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.7582 hourly,$0.4777 hourly,$0.1208 hourly,$0.144 hourly,$0.8158 hourly,$0.5353 hourly,$0.1784 hourly,$0.2467 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,1.12x,,,,,,,,0.7582,0.7582
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,p2,NVIDIA Tesla K80,NVIDIA Tesla K80,8.0,300.0,270.0,2160.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,64.0,,,,,,2160.0,0.00216,14.4,6666.666666666667,official,review_required,,GPU instance,,732 GiB,,,,,,,,,,201 units,64 vCPUs,11.44 GiB/vCPU,8.0,NVIDIA Tesla K80,192 GiB,3.7,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,20 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$14.40 hourly,,,,$15.091 hourly,,,,$15.987 hourly,,,,$14.50 hourly,,,,$17.344 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,,14.4,14.4
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,p2,NVIDIA Tesla K80,NVIDIA Tesla K80,4.0,300.0,270.0,1080.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,32.0,,,,,,1080.0,0.00108,7.2,6666.666666666667,official,review_required,,GPU instance,,488 GiB,,,,,,,,,,97 units,32 vCPUs,15.25 GiB/vCPU,4.0,NVIDIA Tesla K80,96 GiB,3.7,0,3.0313 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$7.20 hourly,,,,$7.546 hourly,,,,$7.994 hourly,,,,$7.30 hourly,,,,$8.672 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,,7.2,7.2
P2 General Purpose GPU Extra Large,p2.xlarge,p2,NVIDIA Tesla K80,NVIDIA Tesla K80,1.0,300.0,270.0,270.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,4.0,,,,,,270.0,0.00027,0.9,3333.3333333333335,official,review_required,,GPU instance,,61 GiB,,,,,,,,,,16 units,4 vCPUs,15.25 GiB/vCPU,1.0,NVIDIA Tesla K80,12 GiB,3.7,0,4.0000 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$0.90 hourly,,,,$0.958 hourly,,,,$1.028 hourly,,,,$1.00 hourly,,,,$1.084 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.225 hourly,current,,,,,,,,,,,,0.9,0.9
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,p3,NVIDIA Tesla V100,NVIDIA Tesla V100,8.0,300.0,270.0,2160.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,64.0,,,,,,2160.0,0.00216,24.48,11333.333333333334,official,review_required,,GPU instance,,488 GiB,,,,,,,,,,201 units,64 vCPUs,7.63 GiB/vCPU,8.0,NVIDIA Tesla V100,128 GiB,7.0,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,14000 Mbps,1750 MB/s,80000 IOPS,14000 Mbps,1750 MB/s,80000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$24.48 hourly,,$2.7122 hourly,$3.2309 hourly,$25.171 hourly,,$3.4032 hourly,$4.3178 hourly,$26.067 hourly,,,,$24.58 hourly,,$2.8122 hourly,$3.7268 hourly,$27.424 hourly,,$5.392 hourly,$5.392 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,24.48,24.48
P3 High Performance GPU Double Extra Large,p3.2xlarge,p3,NVIDIA Tesla V100,NVIDIA Tesla V100,1.0,300.0,270.0,270.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,8.0,,,,,,270.0,0.00027,3.06,11333.333333333334,official,review_required,,GPU instance,,61 GiB,,,,,,,,,,31 units,8 vCPUs,7.63 GiB/vCPU,1.0,NVIDIA Tesla V100,16 GiB,7.0,0,3.8750 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,Up to 10 Gigabit,1750 Mbps,218.75 MB/s,10000 IOPS,1750 Mbps,218.75 MB/s,10000 IOPS,No,60.0,4.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$3.06 hourly,,$0.3675 hourly,$0.3745 hourly,$3.175 hourly,,$0.4825 hourly,$0.4932 hourly,$3.315 hourly,,,,$3.16 hourly,,$0.4675 hourly,$0.4782 hourly,$3.428 hourly,,$0.674 hourly,$0.674 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,3.06,3.06
P3 High Performance GPU Eight Extra Large,p3.8xlarge,p3,NVIDIA Tesla V100,NVIDIA Tesla V100,4.0,300.0,270.0,1080.0,Intel Xeon E5-2686 v4 (Broadwell),Intel Xeon E5-2686 v4,32.0,,,,,,1080.0,0.00108,12.24,11333.333333333334,official,review_required,,GPU instance,,244 GiB,,,,,,,,,,97 units,32 vCPUs,7.63 GiB/vCPU,4.0,NVIDIA Tesla V100,64 GiB,7.0,0,3.0313 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,7000 Mbps,875 MB/s,40000 IOPS,7000 Mbps,875 MB/s,40000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$12.24 hourly,,$1.5027 hourly,$1.7296 hourly,$12.586 hourly,,$1.8487 hourly,$2.3332 hourly,$13.034 hourly,,,,$12.34 hourly,,$1.6027 hourly,$2.0872 hourly,$13.712 hourly,,$2.696 hourly,$2.696 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,12.24,12.24
P3DN 24xlarge,p3dn.24xlarge,p3dn,NVIDIA Tesla V100,NVIDIA Tesla V100,8.0,300.0,270.0,2160.0,Intel Xeon Platinum 8175 (Skylake),Intel Xeon Platinum 8175,96.0,,,,,,2160.0,0.00216,31.212,14450.0,official,review_required,"1,323,529.412",GPU instance,162.0 fps,768 GiB,2666 MT/s,Yes,2.0,21.0,24.0,48.0,382935 MB,33.0 MB,Yes,337 units,96 vCPUs,8.00 GiB/vCPU,8.0,NVIDIA Tesla V100,256 GiB,7.0,0,3.5104 units,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$31.212 hourly,$19.215 hourly,$4.6795 hourly,$6.5182 hourly,$32.249 hourly,$20.251 hourly,$5.7165 hourly,$9.3938 hourly,$33.593 hourly,$21.595 hourly,,,$31.337 hourly,$19.275 hourly,$4.8045 hourly,$8.4818 hourly,$35.628 hourly,$23.631 hourly,$7.5372 hourly,$7.5372 hourly,$34.333 hourly,$21.136 hourly,,,,,,,,,,,,,>20%,,current,,,No,5.38x,,,,,,,,31.212,31.212
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,p4d,NVIDIA A100,NVIDIA A100,8.0,400.0,360.0,2880.0,Intel Xeon Platinum 8275L,Intel Xeon Platinum 8275L,96.0,,,,,,2880.0,0.00288,21.9576,7624.166666666666,official,review_required,"1,593,360.996",GPU instance,,1152 GiB,2933 MT/s,Yes,2.0,21.0,24.0,48.0,574363 MB,35.0 MB,Yes,345 units,96 vCPUs,12.00 GiB/vCPU,8.0,NVIDIA A100,320 GiB,8.0,0,3.5938 units,Intel Xeon Platinum 8275L,3 GHz,Yes,Yes,Yes,Yes,8000 GB (8×1000 GB NVMe SSD),Yes,Yes,x86_64,4x 100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,3000.0,60.0,Yes,No,Yes,62.0,Yes,Yes,Yes,Unknown,No,,$21.9576 hourly,$13.9211 hourly,$6.2204 hourly,$10.1595 hourly,$22.9944 hourly,$14.9579 hourly,$7.2572 hourly,$15.4868 hourly,$24.3384 hourly,$16.3019 hourly,,,$22.0826 hourly,$13.981 hourly,$6.3454 hourly,$14.575 hourly,,,,,$24.153 hourly,$15.313 hourly,,,,,,,,,,,,,15-20%,,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",27.1°C,,,0.0W,0.0W,763 MHz,763 MHz,1215 MHz,838 MHz,,21.9576,21.9576
P4DE 24xlarge,p4de.24xlarge,p4de,NVIDIA A100,NVIDIA A100,8.0,400.0,360.0,2880.0,Intel Xeon Platinum 8275L,Intel Xeon Platinum 8275L,96.0,,,,,,2880.0,0.00288,27.4471,9530.243055555555,official,review_required,"1,557,493.409",GPU instance,,1152 GiB,3200 MT/s,Yes,2.0,21.0,24.0,48.0,574363 MB,35.0 MB,Yes,345 units,96 vCPUs,12.00 GiB/vCPU,8.0,NVIDIA A100,640 GiB,8.0,0,3.5938 units,Intel Xeon Platinum 8275L,3 GHz,Yes,Yes,Yes,Yes,8000 GB (8×1000 GB NVMe SSD),Yes,Yes,x86_64,4x 100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,3000.0,60.0,Yes,No,Yes,62.0,Yes,Yes,Yes,Unknown,No,,$27.4471 hourly,$17.4014 hourly,$14.8716 hourly,$17.8633 hourly,$28.4839 hourly,$18.4382 hourly,$15.9084 hourly,$21.8917 hourly,$29.8279 hourly,$19.7822 hourly,,,$27.5721 hourly,$17.4613 hourly,$14.9966 hourly,$20.9799 hourly,,,,,$30.192 hourly,$19.142 hourly,,,,,,,,,,,,,15-20%,,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",28.1°C,,,0.0W,0.0W,804 MHz,804 MHz,1593 MHz,876 MHz,,27.4471,27.4471
P5 48xlarge,p5.48xlarge,p5,NVIDIA H100,NVIDIA H100,8.0,700.0,630.0,5040.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,192.0,,,,,,5040.0,0.00504,55.04,10920.63492063492,official,review_required,"3,900,325.027",GPU instance,,2048 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,1023979 MB,192.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H100,640 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,Yes,,$55.04 hourly,,$17.0129 hourly,$30.4882 hourly,$56.8832 hourly,,$18.8561 hourly,$56.8832 hourly,$58.8992 hourly,,,,$55.165 hourly,,$17.1379 hourly,$55.165 hourly,,,,,,,,,,,,,,,,,,,<5%,$13.76 hourly,current,"Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper",28.1°C,,,77.0W,77.0W,549 MHz,549 MHz,2619 MHz,863 MHz,,55.04,55.04
P5 Quadruple Extra Large,p5.4xlarge,p5,NVIDIA H100,NVIDIA H100,1.0,700.0,630.0,630.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,16.0,,,,,,630.0,0.00063,6.88,10920.63492063492,official,review_required,,GPU instance,,256 GiB,,,,,,,,,,0 units,16 vCPUs,16.00 GiB/vCPU,1.0,NVIDIA H100,80 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,3800 GB NVMe SSD,Yes,Yes,x86_64,100 Gigabit,10000 Mbps,1250 MB/s,32500 IOPS,10000 Mbps,1250 MB/s,32500 IOPS,Yes,120.0,4.0,Yes,No,Yes,58.0,Yes,Yes,Yes,Unknown,No,,$6.88 hourly,,$5.7368 hourly,$6.4989 hourly,$7.0528 hourly,,$5.9096 hourly,$7.0528 hourly,$7.2768 hourly,,,,$7.005 hourly,,$5.8618 hourly,$7.005 hourly,$7.616 hourly,,,,,,$7.8864 hourly,,$9.536 hourly,,$13.616 hourly,,,,,,,,<5%,,current,,,,,,,,,,,,6.88,6.88
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,p5e,NVIDIA H200,NVIDIA H200,8.0,700.0,630.0,5040.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,192.0,,,,,,5040.0,0.00504,1.8432,365.71428571428567,official,review_required,"3,884,477.265",GPU instance,,2048 GiB,3200 MT/s,Yes,4.0,32.0,24.0,48.0,509942 MB,96.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H200,1128 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current,"Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper",22.9°C,,,73.0W,73.0W,345 MHz,345 MHz,3201 MHz,765 MHz,1.8432,,1.8432
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,p5en,NVIDIA H200,NVIDIA H200,8.0,700.0,630.0,5040.0,Intel Xeon Scalable (Sapphire Rapids),Intel Xeon Scalable (Sapphire Rapids),192.0,,,,,,5040.0,0.00504,63.296,12558.730158730157,official,review_required,,GPU instance,,2048 GiB,,,,,,,,,,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H200,1128 GiB,9.0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$63.296 hourly,,$15.9229 hourly,$18.3899 hourly,$65.1392 hourly,,$17.7661 hourly,$22.70 hourly,$67.1552 hourly,,,,$63.421 hourly,,$16.0479 hourly,$20.9818 hourly,,,,,,,,,,,,,,,,,,,<5%,,current,,,,,,,,,,,,63.296,63.296
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,p6-b200,NVIDIA B200,NVIDIA B200,8.0,1000.0,900.0,7200.0,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),192.0,,,,,,7200.0,0.0072,113.9328,15824.0,official,review_required,"3,990,024.938",GPU instance,,2048 GiB,5600 MT/s,Yes,2.0,21.0,48.0,96.0,1021963 MB,320.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA B200,1440 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,1600.0,32.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$113.9328 hourly,,$24.1458 hourly,$24.1458 hourly,$115.776 hourly,,$25.989 hourly,$25.989 hourly,$117.792 hourly,,,,$114.0578 hourly,,$24.2708 hourly,$24.2708 hourly,,,,,,,,,,,,,,,,,,,10-15%,,current,"Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,,,158.0W,158.0W,822 MHz,822 MHz,3996 MHz,1071 MHz,,113.9328,113.9328
