instance_type,GPU model,Physical Processor,GPUs,vCPUs,On Demand Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,price_usd_per_hour,gpu_tdp_w_per_gpu,gpu_power_w_per_gpu_at_util,total_gpu_power_w,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_power_w_per_vcpu_at_util,total_cpu_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,gpu_mapping_status,cpu_mapping_status,cpu_source_type,cpu_source_name,cpu_source_note,Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),GiB of Memory per vCPU,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),On Demand Numeric
g7e.8xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),1.0,32 vCPUs,5.2682,GB202,Intel Xeon Scalable (Emerald Rapids),1.0,32.0,5.2682,600,540.0,540.0,350.0,96.0,3.6458333333333335,1.8229166666666667,58.333333333333336,598.3333333333334,0.0005983333333333,8804.791086350973,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E Eight Extra Large,g7e,"852,916.352",GPU instance,153.0 fps,256 GiB,5600 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,96 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,100 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,512.0,8.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$5.2682 hourly,,$1.0943 hourly,$1.1349 hourly,$5.6138 hourly,,$1.4399 hourly,$1.5211 hourly,$6.0618 hourly,,,,$5.3932 hourly,,$1.2193 hourly,$1.3005 hourly,$6.7402 hourly,,$1.9988 hourly,$1.9988 hourly,$36.459 hourly,,$7.281 hourly,,$10.5802 hourly,,$18.7402 hourly,,$5.809 hourly,,$9.1082 hourly,,$17.2682 hourly,,15-20%,,current,Blackwell,23.0°C,Yes,5.08x,80.0W,80.0W,2317 MHz,2317 MHz,12481 MHz,1950 MHz,,5.2682
gr6.4xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,1.0,16 vCPUs,1.5392,L4,AMD EPYC 7R13 Processor,1.0,16.0,1.5392,72,64.8,64.8,280.0,96.0,2.9166666666666665,1.4583333333333333,23.33333333333333,88.13333333333333,8.813333333333333e-05,17464.44780635401,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6,"326,914.236",GPU instance,127.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,24 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,600 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,Yes,,$1.5392 hourly,$1.002 hourly,$0.6559 hourly,$0.7033 hourly,$1.712 hourly,$1.1748 hourly,$0.8287 hourly,$0.9273 hourly,$1.936 hourly,$1.3988 hourly,,,$1.6642 hourly,$1.0619 hourly,$0.7809 hourly,$0.8795 hourly,$2.2752 hourly,$1.738 hourly,$0.9125 hourly,$0.914 hourly,,,$2.5456 hourly,$2.0084 hourly,$4.1952 hourly,$3.658 hourly,$8.2752 hourly,$7.738 hourly,$1.8096 hourly,$1.2724 hourly,$3.4592 hourly,$2.922 hourly,$7.5392 hourly,$7.002 hourly,>20%,$0.3848 hourly,current,Ada Lovelace,41.0°C,Yes,4.24x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,1.5392
gr6.8xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,1.0,32 vCPUs,2.4464,L4,AMD EPYC 7R13 Processor,1.0,32.0,2.4464,72,64.8,64.8,280.0,96.0,2.9166666666666665,1.4583333333333333,46.66666666666666,111.46666666666668,0.0001114666666666,21947.36842105263,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6,"644,316.923",GPU instance,134.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,24 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,Yes,,$2.4464 hourly,$1.5926 hourly,$0.911 hourly,$0.933 hourly,$2.792 hourly,$1.9382 hourly,$1.2566 hourly,$1.2922 hourly,$3.24 hourly,$2.3862 hourly,,,$2.5714 hourly,$1.6525 hourly,$1.036 hourly,$1.0716 hourly,$3.9184 hourly,$3.0646 hourly,$1.7166 hourly,$1.741 hourly,,,$4.4592 hourly,$3.6054 hourly,$7.7584 hourly,$6.9046 hourly,$15.9184 hourly,$15.0646 hourly,$2.9872 hourly,$2.1334 hourly,$6.2864 hourly,$5.4326 hourly,$14.4464 hourly,$13.5926 hourly,10-15%,$0.6116 hourly,current,Ada Lovelace,41.0°C,Yes,4.45x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,2.4464
gr6f.4xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,0.5,16 vCPUs,1.066,L4,AMD EPYC 7R13 Processor,0.5,16.0,1.066,72,64.8,32.4,280.0,96.0,2.9166666666666665,1.4583333333333333,23.33333333333333,55.73333333333333,5.573333333333334e-05,19126.794258373204,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,GR6F Quadruple Extra Large,gr6f,"331,434.49",GPU instance,118.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,12 GiB,10.0,0,0.0000 units,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.066 hourly,,$0.3965 hourly,$0.453 hourly,$1.2388 hourly,,$0.5693 hourly,$0.7028 hourly,$1.4628 hourly,,,,$1.191 hourly,,$0.5215 hourly,$0.655 hourly,$1.802 hourly,,$0.8426 hourly,$0.877 hourly,,,$2.0724 hourly,,$3.722 hourly,,$7.802 hourly,,$1.3364 hourly,,$2.986 hourly,,$7.066 hourly,,>20%,,current,,,No,3.94x,,,,,,,,1.066
inf1.24xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),16.0,96 vCPUs,4.721,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),16.0,96.0,4.721,75,67.5,1080.0,210.0,48.0,4.375,2.1875,210.0,1290.0,0.00129,3659.6899224806207,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.,INF1 24xlarge,inf1,"1,539,880.499",Machine Learning ASIC Instances,194.0 fps,192 GiB,2933 MT/s,Yes,2.0,21.0,24.0,48.0,94647 MB,35.0 MB,Yes,0 units,2.00 GiB/vCPU,128 GiB,0.0,0,0.0000 units,,,,,,EBS only,,,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,330.0,11.0,Yes,No,Yes,111.0,Yes,Yes,Yes,Unknown,No,,$4.721 hourly,$2.974 hourly,$0.8127 hourly,$1.1026 hourly,$5.758 hourly,$4.011 hourly,$1.8497 hourly,$2.3625 hourly,$7.102 hourly,$5.355 hourly,,,$4.846 hourly,$3.034 hourly,$0.9377 hourly,$1.4505 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$6.344 hourly,$4.597 hourly,$16.241 hourly,$14.494 hourly,$40.721 hourly,$38.974 hourly,>20%,,current,,,No,6.47x,,,,,,,,4.721
inf1.2xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,8 vCPUs,0.362,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,8.0,0.362,75,67.5,67.5,210.0,48.0,4.375,2.1875,17.5,85.0,8.5e-05,4258.823529411764,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.,INF1 Double Extra Large,inf1,"131,627.658",Machine Learning ASIC Instances,47.0 fps,16 GiB,2933 MT/s,No,,,,,,,,0 units,2.00 GiB/vCPU,8 GiB,0.0,0,0.0000 units,,,,,,EBS only,,,x86_64,Up to 25 Gigabit,1190 Mbps,148.75 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,40.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.362 hourly,$0.228 hourly,$0.0772 hourly,$0.0939 hourly,$0.477 hourly,$0.343 hourly,$0.1922 hourly,$0.2219 hourly,$0.617 hourly,$0.483 hourly,,,$0.487 hourly,$0.288 hourly,$0.2022 hourly,$0.2319 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$0.497 hourly,$0.363 hourly,$1.322 hourly,$1.188 hourly,$3.362 hourly,$3.228 hourly,>20%,,current,,,No,1.57x,,,,,,,,0.362
inf1.6xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),4.0,24 vCPUs,1.18,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),4.0,24.0,1.18,75,67.5,270.0,210.0,48.0,4.375,2.1875,52.5,322.5,0.0003225,3658.914728682171,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.,INF1 6xlarge,inf1,"382,637.809",Machine Learning ASIC Instances,137.0 fps,48 GiB,2933 MT/s,No,,,,,,,,0 units,2.00 GiB/vCPU,32 GiB,0.0,0,0.0000 units,,,,,,EBS only,,,x86_64,25 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.18 hourly,$0.744 hourly,$0.1768 hourly,$0.2331 hourly,$1.44 hourly,$1.003 hourly,$0.4368 hourly,$0.5344 hourly,$1.776 hourly,$1.339 hourly,,,$1.305 hourly,$0.804 hourly,$0.3018 hourly,$0.3994 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$1.586 hourly,$1.149 hourly,$4.06 hourly,$3.624 hourly,$10.18 hourly,$9.744 hourly,>20%,,current,,,No,4.56x,,,,,,,,1.18
inf1.xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,4 vCPUs,0.228,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,4.0,0.228,75,67.5,67.5,210.0,48.0,4.375,2.1875,8.75,76.25,7.625e-05,2990.16393442623,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.,INF1 Extra Large,inf1,"65,773.247",Machine Learning ASIC Instances,26.0 fps,8 GiB,2933 MT/s,No,,,,,,,,0 units,2.00 GiB/vCPU,8 GiB,0.0,0,0.0000 units,,,,,,EBS only,,,x86_64,Up to 25 Gigabit,1190 Mbps,148.75 MB/s,4000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,40.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.228 hourly,$0.144 hourly,$0.0412 hourly,$0.0473 hourly,$0.286 hourly,$0.201 hourly,$0.0992 hourly,$0.1119 hourly,$0.356 hourly,$0.271 hourly,,,$0.284 hourly,$0.194 hourly,$0.0972 hourly,$0.1099 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$0.296 hourly,$0.211 hourly,$0.708 hourly,$0.624 hourly,$1.728 hourly,$1.644 hourly,>20%,,current,,,No,0.88x,,,,,,,,0.228
inf2.24xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,6.0,96 vCPUs,6.4906,Inf2,AMD EPYC 7R13 Processor,6.0,96.0,6.4906,100,90.0,540.0,280.0,96.0,2.9166666666666665,1.4583333333333333,140.0,680.0,0.00068,9544.999999999998,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,INF2 24xlarge,inf2,"1,914,734.48",Machine Learning ASIC Instances,249.0 fps,384 GiB,3200 MT/s,Yes,2.0,12.0,24.0,48.0,189399 MB,96.0 MB,Yes,0 units,4.00 GiB/vCPU,192 GiB,0.0,0,0.0000 units,2.95 GHz,,,,,EBS only,,,x86_64,50 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$6.4906 hourly,$4.0891 hourly,$1.7441 hourly,$2.5677 hourly,$7.5274 hourly,$5.1259 hourly,$2.7809 hourly,$4.4272 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,8.29x,,,,,,,,6.4906
inf2.48xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,12.0,192 vCPUs,12.9813,Inf2,AMD EPYC 7R13 Processor,12.0,192.0,12.9813,100,90.0,1080.0,280.0,96.0,2.9166666666666665,1.4583333333333333,280.0,1360.0,0.00136,9545.073529411764,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,INF2 48xlarge,inf2,,Machine Learning ASIC Instances,,768 GiB,,,,,,,,,,0 units,4.00 GiB/vCPU,384 GiB,0.0,0,0.0000 units,2.95 GHz,,,,,EBS only,,,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$12.9813 hourly,$8.1782 hourly,$3.6034 hourly,$8.3025 hourly,$14.8245 hourly,$10.0214 hourly,$5.4466 hourly,$14.8245 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,,,,,,,,,,12.9813
inf2.8xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,1.0,32 vCPUs,1.9679,Inf2,AMD EPYC 7R13 Processor,1.0,32.0,1.9679,100,90.0,90.0,280.0,96.0,2.9166666666666665,1.4583333333333333,46.66666666666666,136.66666666666666,0.0001366666666666,14399.268292682927,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,INF2 Eight Extra Large,inf2,"692,340.978",Machine Learning ASIC Instances,198.0 fps,128 GiB,3200 MT/s,Yes,2.0,12.0,8.0,16.0,63069 MB,32.0 MB,Yes,0 units,4.00 GiB/vCPU,32 GiB,0.0,0,0.0000 units,2.95 GHz,,,,,EBS only,,,x86_64,Up to 25 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,No,,$1.9679 hourly,$1.2398 hourly,$0.5797 hourly,$0.7084 hourly,$2.3135 hourly,$1.5854 hourly,$0.9253 hourly,$1.1568 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,6.59x,,,,,,,,1.9679
inf2.xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,1.0,4 vCPUs,0.7582,Inf2,AMD EPYC 7R13 Processor,1.0,4.0,0.7582,100,90.0,90.0,280.0,96.0,2.9166666666666665,1.4583333333333333,5.833333333333333,95.83333333333331,9.583333333333332e-05,7911.652173913044,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,INF2 Extra Large,inf2,"79,657.473",Machine Learning ASIC Instances,34.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4.00 GiB/vCPU,32 GiB,0.0,0,0.0000 units,2.95 GHz,,,,,EBS only,,,x86_64,Up to 15 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.7582 hourly,$0.4777 hourly,$0.1208 hourly,$0.144 hourly,$0.8158 hourly,$0.5353 hourly,$0.1784 hourly,$0.2467 hourly,,,,,,,,,,,,,$14.279 hourly,$8.996 hourly,,,,,,,,,,,,,>20%,,current,,,No,1.12x,,,,,,,,0.7582
p2.16xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),8.0,64 vCPUs,14.4,K80,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,14.4,300,270.0,2160.0,145.0,36.0,4.027777777777778,2.013888888888889,128.88888888888889,2288.8888888888887,0.0022888888888888,6291.262135922331,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P2 General Purpose GPU 16xlarge Extra Large,p2,,GPU instance,,732 GiB,,,,,,,,,,201 units,11.44 GiB/vCPU,192 GiB,3.7,0,3.1406 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,20 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$14.40 hourly,,,,$15.091 hourly,,,,$15.987 hourly,,,,$14.50 hourly,,,,$17.344 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,,14.4
p2.8xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),4.0,32 vCPUs,7.2,K80,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,7.2,300,270.0,1080.0,145.0,36.0,4.027777777777778,2.013888888888889,64.44444444444444,1144.4444444444443,0.0011444444444444,6291.262135922331,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P2 General Purpose GPU Eight Extra Large,p2,,GPU instance,,488 GiB,,,,,,,,,,97 units,15.25 GiB/vCPU,96 GiB,3.7,0,3.0313 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$7.20 hourly,,,,$7.546 hourly,,,,$7.994 hourly,,,,$7.30 hourly,,,,$8.672 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,,7.2
p2.xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),1.0,4 vCPUs,0.9,K80,Intel Xeon E5-2686 v4 (Broadwell),1.0,4.0,0.9,300,270.0,270.0,145.0,36.0,4.027777777777778,2.013888888888889,8.055555555555555,278.05555555555554,0.0002780555555555,3236.7632367632373,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P2 General Purpose GPU Extra Large,p2,,GPU instance,,61 GiB,,,,,,,,,,16 units,15.25 GiB/vCPU,12 GiB,3.7,0,4.0000 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$0.90 hourly,,,,$0.958 hourly,,,,$1.028 hourly,,,,$1.00 hourly,,,,$1.084 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.225 hourly,current,,,,,,,,,,,,0.9
p3.16xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),8.0,64 vCPUs,24.48,V100,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,24.48,300,270.0,2160.0,145.0,36.0,4.027777777777778,2.013888888888889,128.88888888888889,2288.8888888888887,0.0022888888888888,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P3 High Performance GPU 16xlarge Extra Large,p3,,GPU instance,,488 GiB,,,,,,,,,,201 units,7.63 GiB/vCPU,128 GiB,7.0,0,3.1406 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,14000 Mbps,1750 MB/s,80000 IOPS,14000 Mbps,1750 MB/s,80000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$24.48 hourly,,$2.7122 hourly,$3.2309 hourly,$25.171 hourly,,$3.4032 hourly,$4.3178 hourly,$26.067 hourly,,,,$24.58 hourly,,$2.8122 hourly,$3.7268 hourly,$27.424 hourly,,$5.392 hourly,$5.392 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,24.48
p3.2xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),1.0,8 vCPUs,3.06,V100,Intel Xeon E5-2686 v4 (Broadwell),1.0,8.0,3.06,300,270.0,270.0,145.0,36.0,4.027777777777778,2.013888888888889,16.11111111111111,286.1111111111111,0.0002861111111111,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P3 High Performance GPU Double Extra Large,p3,,GPU instance,,61 GiB,,,,,,,,,,31 units,7.63 GiB/vCPU,16 GiB,7.0,0,3.8750 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,Up to 10 Gigabit,1750 Mbps,218.75 MB/s,10000 IOPS,1750 Mbps,218.75 MB/s,10000 IOPS,No,60.0,4.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$3.06 hourly,,$0.3675 hourly,$0.3745 hourly,$3.175 hourly,,$0.4825 hourly,$0.4932 hourly,$3.315 hourly,,,,$3.16 hourly,,$0.4675 hourly,$0.4782 hourly,$3.428 hourly,,$0.674 hourly,$0.674 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,3.06
p3.8xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),4.0,32 vCPUs,12.24,V100,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,12.24,300,270.0,1080.0,145.0,36.0,4.027777777777778,2.013888888888889,64.44444444444444,1144.4444444444443,0.0011444444444444,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.,P3 High Performance GPU Eight Extra Large,p3,,GPU instance,,244 GiB,,,,,,,,,,97 units,7.63 GiB/vCPU,64 GiB,7.0,0,3.0313 units,2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,7000 Mbps,875 MB/s,40000 IOPS,7000 Mbps,875 MB/s,40000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$12.24 hourly,,$1.5027 hourly,$1.7296 hourly,$12.586 hourly,,$1.8487 hourly,$2.3332 hourly,$13.034 hourly,,,,$12.34 hourly,,$1.6027 hourly,$2.0872 hourly,$13.712 hourly,,$2.696 hourly,$2.696 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,,12.24
p3dn.24xlarge,NVIDIA Tesla V100,Intel Xeon Platinum 8175 (Skylake),8.0,96 vCPUs,31.212,V100,Intel Xeon Platinum 8175 (Skylake),8.0,96.0,31.212,300,270.0,2160.0,240.0,48.0,5.0,2.5,240.0,2400.0,0.0024,13005.000000000002,resolved,resolved,benchmark_proxy,Closest Skylake Xeon benchmark/reference listings,Proxy package TDP from common reference sources of 8175M.,P3DN 24xlarge,p3dn,"1,323,529.412",GPU instance,162.0 fps,768 GiB,2666 MT/s,Yes,2.0,21.0,24.0,48.0,382935 MB,33.0 MB,Yes,337 units,8.00 GiB/vCPU,256 GiB,7.0,0,3.5104 units,2.5 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$31.212 hourly,$19.215 hourly,$4.6795 hourly,$6.5182 hourly,$32.249 hourly,$20.251 hourly,$5.7165 hourly,$9.3938 hourly,$33.593 hourly,$21.595 hourly,,,$31.337 hourly,$19.275 hourly,$4.8045 hourly,$8.4818 hourly,$35.628 hourly,$23.631 hourly,$7.5372 hourly,$7.5372 hourly,$34.333 hourly,$21.136 hourly,,,,,,,,,,,,,>20%,,current,,,No,5.38x,,,,,,,,31.212
