date,voll_mean,voll_min,voll_max,obs_count,ondemand_price_usd_per_hour,voll_ondemand_historical
2024-02-21,1081.8718675092612,1004.9008498583569,1299.688385269122,13,32.773,9283.966851989133
2024-02-22,1071.6827195467422,1007.7337110481586,1288.4985835694051,10,32.773,9283.966851989133
2024-02-23,1100.2322946175636,1013.399433427762,1279.6883852691217,10,32.773,9283.966851989133
2024-02-24,1113.2449137265,1018.0736543909347,1262.0963172804531,11,32.773,9283.966851989133
2024-02-25,1113.0996222851747,1022.3512747875354,1269.6033994334277,12,32.773,9283.966851989133
2024-02-26,1116.4282341831915,1028.385269121813,1271.5014164305949,12,32.773,9283.966851989133
2024-02-27,1109.7308781869688,1036.4305949008499,1276.9688385269121,12,32.773,9283.966851989133
2024-02-28,1129.2854894554612,1040.198300283286,1272.5779036827196,9,32.773,9283.966851989133
2024-02-29,1125.5872739158856,1042.5495750708214,1267.2237960339944,13,32.773,9283.966851989133
2024-03-01,1137.9697828139754,1047.5637393767706,1275.070821529745,9,32.773,9283.966851989133
2024-03-02,1166.2464589235126,1051.0198300283287,1297.9036827195466,12,32.773,9283.966851989133
2024-03-03,1149.2237960339942,1055.4674220963173,1309.4050991501417,10,32.773,9283.966851989133
2024-03-09,1216.3420679886685,1109.943342776204,1354.3342776203965,8,32.773,9283.966851989133
2024-03-10,1203.8684293358515,1111.0764872521245,1359.4050991501417,9,32.773,9283.966851989133
2024-03-11,1240.0463559103785,1123.0028328611897,1365.5524079320114,11,32.773,9283.966851989133
2024-03-12,1257.3654390934844,1136.4022662889518,1375.184135977337,13,32.773,9283.966851989133
2024-03-13,1255.2996295489213,1147.1388101983002,1384.872521246459,13,32.773,9283.966851989133
2024-03-14,1276.7648725212464,1157.7903682719545,1390.339943342776,10,32.773,9283.966851989133
2024-03-15,1248.1019830028329,1170.4815864022662,1393.456090651558,9,32.773,9283.966851989133
2024-03-16,1280.5594900849858,1183.7960339943343,1404.617563739377,12,32.773,9283.966851989133
2024-03-17,1279.8356940509916,1192.6912181303117,1409.2067988668555,10,32.773,9283.966851989133
2024-03-18,1295.5453257790368,1203.9660056657224,1413.9943342776203,12,32.773,9283.966851989133
2024-03-19,1282.9546742209632,1216.4305949008497,1416.1756373937678,10,32.773,9283.966851989133
2024-03-20,1302.3276676109538,1221.529745042493,1421.4447592067986,12,32.773,9283.966851989133
2024-03-21,1333.654390934844,1231.0481586402266,1431.2181303116147,11,32.773,9283.966851989133
2024-03-22,1304.8819641170915,1240.8215297450424,1435.9773371104816,12,32.773,9283.966851989133
2024-03-23,1323.2917847025496,1251.926345609065,1442.2662889518413,10,32.773,9283.966851989133
2024-03-24,1317.2747875354107,1268.4419263456089,1446.5155807365438,10,32.773,9283.966851989133
2024-03-25,1326.7762039660056,1279.9150141643058,1464.1359773371105,10,32.773,9283.966851989133
